passenger_id,age_group,gender,nationality,residence_country,residence_region,income_band,spending_power_proxy,household_type,occupation_type,language,life_stage,segment_label,preferred_route_cluster,preferred_travel_context,preferred_product_category,repeat_propensity,price_sensitivity_level,source_assumption_id
psg_0794,35-44,Female,Netherlands,United Kingdom,Western Europe,mid,lower_mid,couple,early_career,Other,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.246,high,src_tourism_stats_01
psg_0795,35-44,Non-binary,Germany,United Kingdom,Northern England,upper_mid,upper_mid,family_with_children,other,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.412,medium,src_tourism_stats_01
psg_0796,45-54,Female,France,Germany,Western Europe,mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.463,medium,src_tourism_stats_01
psg_0797,18-24,Female,Sweden,Denmark,London and South East,mid,moderate,couple,service_worker,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.335,high,src_tourism_stats_01
psg_0798,25-34,Male,Germany,United Kingdom,London and South East,lower_mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.406,high,src_tourism_stats_01
psg_0799,25-34,Male,United Kingdom,Netherlands,Western Europe,upper_mid,mid,couple,self_employed,English,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.32,medium,src_tourism_stats_01
psg_0800,25-34,Male,Netherlands,United Kingdom,Nordics,mid,upper_mid,family_with_children,manager,Swedish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.407,medium,src_tourism_stats_01
psg_0801,25-34,Male,United Kingdom,Netherlands,Western Europe,high,mid,family_with_children,other,Dutch,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.293,medium,src_tourism_stats_01
psg_0802,25-34,Female,Denmark,France,Western Europe,mid,upper_mid,multi_generational,other,Swedish,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.463,medium,src_tourism_stats_01
psg_0803,35-44,Male,Germany,United Kingdom,Western Europe,mid,upper_mid,couple,professional,English,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.5,medium,src_tourism_stats_01
psg_0804,65-74,Prefer not to say,Germany,United Kingdom,Western Europe,mid,very_high,couple,professional,English,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.367,low,src_tourism_stats_01
psg_0805,55-64,Male,United Kingdom,Netherlands,Scandinavia,upper_mid,very_high,couple,consultant,English,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.366,low,src_tourism_stats_01
psg_0806,35-44,Male,France,Germany,Northern France,high,mid,couple,professional,French,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.42,medium,src_tourism_stats_01
psg_0807,65-74,Prefer not to say,United Kingdom,Netherlands,Western Europe,high,high,retired_couple,other,German,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.268,low,src_tourism_stats_01
psg_0808,35-44,Female,Germany,Denmark,Nordics,lower_mid,moderate,single,service_worker,German,working_adult,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.388,high,src_tourism_stats_01
psg_0809,25-34,Non-binary,Denmark,Sweden,Northern England,high,upper_mid,family_with_children,professional,Danish,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.474,medium,src_tourism_stats_01
psg_0810,25-34,Prefer not to say,France,Germany,German North,mid,mid,shared_household,self_employed,English,early_career,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.404,medium,src_tourism_stats_01
psg_0811,18-24,Male,France,United Kingdom,London and South East,upper_mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.339,high,src_tourism_stats_01
psg_0812,45-54,Male,United Kingdom,United Kingdom,Irish East Coast,mid,mid,couple,skilled_trade,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.46,medium,src_tourism_stats_01
psg_0813,55-64,Male,France,Sweden,Nordics,high,very_high,couple,manager,Swedish,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.383,low,src_tourism_stats_01
psg_0814,25-34,Female,Netherlands,United Kingdom,Western Europe,high,mid,couple,other,Dutch,couple_stage,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.336,medium,src_tourism_stats_01
psg_0815,45-54,Non-binary,United Kingdom,Germany,German North,mid,mid,family_with_children,professional,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.462,medium,src_tourism_stats_01
psg_0816,18-24,Male,United Kingdom,Germany,Western Europe,mid,moderate,couple,creative,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.322,high,src_tourism_stats_01
psg_0817,35-44,Male,Netherlands,United Kingdom,Western Europe,high,mid,family_with_children,professional,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.328,medium,src_tourism_stats_01
psg_0818,45-54,Male,Denmark,Germany,Greater London,upper_mid,upper_mid,couple,professional,Swedish,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.408,medium,src_tourism_stats_01
psg_0819,35-44,Male,Germany,United Kingdom,London and South East,upper_mid,high,shared_household,professional,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.546,low,src_tourism_stats_01
psg_0820,35-44,Male,United Kingdom,Ireland,Western Europe,mid,lower_mid,couple,other,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.314,high,src_tourism_stats_01
psg_0821,35-44,Non-binary,France,Germany,German North,mid,mid,family_with_children,skilled_trade,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.378,medium,src_tourism_stats_01
psg_0822,35-44,Male,United Kingdom,Germany,Western Europe,high,high,shared_household,professional,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.478,low,src_tourism_stats_01
psg_0823,25-34,Female,United Kingdom,United Kingdom,Western Europe,high,mid,family_with_children,self_employed,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.385,medium,src_tourism_stats_01
psg_0824,25-34,Female,France,United Kingdom,Nordic Capitals,upper_mid,high,shared_household,self_employed,English,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.484,low,src_tourism_stats_01
psg_0825,45-54,Female,Netherlands,France,Regional UK,mid,lower_mid,couple,early_career,German,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.309,high,src_tourism_stats_01
psg_0826,45-54,Female,Sweden,United Kingdom,Greater London,mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.401,medium,src_tourism_stats_01
psg_0827,65-74,Prefer not to say,Netherlands,United Kingdom,Nordics,mid,high,single,other,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.279,low,src_tourism_stats_01
psg_0828,55-64,Male,Germany,France,South East England,mid,mid,family_with_children,manager,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.398,medium,src_tourism_stats_01
psg_0829,25-34,Female,Denmark,United Kingdom,Western Europe,mid,moderate,single,service_worker,Dutch,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.372,high,src_tourism_stats_01
psg_0830,35-44,Female,United Kingdom,France,Northern England,upper_mid,upper_mid,couple,manager,German,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.421,medium,src_tourism_stats_01
psg_0831,18-24,Prefer not to say,United Kingdom,Netherlands,Regional UK,lower_mid,lower_mid,couple,service_worker,German,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.239,high,src_tourism_stats_01
psg_0832,45-54,Male,Netherlands,United Kingdom,London and South East,high,very_high,couple,professional,Dutch,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.359,low,src_tourism_stats_01
psg_0833,55-64,Male,Netherlands,United Kingdom,Western Europe,upper_mid,mid,family_with_children,other,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.396,medium,src_tourism_stats_01
psg_0834,45-54,Female,France,Germany,South East England,upper_mid,mid,shared_household,professional,English,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.477,medium,src_tourism_stats_01
psg_0835,45-54,Female,France,France,Scandinavia,high,mid,couple,professional,German,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.362,medium,src_tourism_stats_01
psg_0836,25-34,Non-binary,Netherlands,Netherlands,Western Europe,lower_mid,lower_mid,single,early_career,French,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.312,high,src_tourism_stats_01
psg_0837,18-24,Male,United Kingdom,Germany,Western Europe,mid,moderate,shared_household,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.324,high,src_tourism_stats_01
psg_0838,55-64,Male,Germany,Germany,London and South East,high,high,couple,professional,French,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.53,low,src_tourism_stats_01
psg_0839,25-34,Male,France,United Kingdom,Western Europe,upper_mid,mid,family_with_children,self_employed,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.303,medium,src_tourism_stats_01
psg_0840,55-64,Prefer not to say,Denmark,Netherlands,Nordics,high,high,retired_couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.267,low,src_tourism_stats_01
psg_0841,45-54,Female,Sweden,Germany,Western Europe,mid,upper_mid,multi_generational,manager,English,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.408,medium,src_tourism_stats_01
psg_0842,45-54,Non-binary,France,France,Scandinavia,high,mid,family_with_children,other,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.437,medium,src_tourism_stats_01
psg_0843,35-44,Male,United Kingdom,Netherlands,French North,low,lower_mid,family_with_children,early_career,English,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.232,high,src_tourism_stats_01
psg_0844,25-34,Male,Netherlands,Germany,Western Europe,low,lower_mid,couple,other,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.231,high,src_tourism_stats_01
psg_0845,45-54,Male,United Kingdom,Germany,Scandinavia,mid,mid,family_with_children,self_employed,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.414,medium,src_tourism_stats_01
psg_0846,35-44,Female,Germany,United Kingdom,Western Europe,upper_mid,high,shared_household,manager,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.519,low,src_tourism_stats_01
psg_0847,45-54,Male,Netherlands,Netherlands,Greater London,upper_mid,upper_mid,family_with_children,professional,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.497,medium,src_tourism_stats_01
psg_0848,25-34,Female,France,Netherlands,Western Europe,lower_mid,moderate,single,other,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.372,high,src_tourism_stats_01
psg_0849,35-44,Prefer not to say,Germany,United Kingdom,South East England,mid,mid,couple,skilled_trade,English,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.477,medium,src_tourism_stats_01
psg_0850,35-44,Male,France,United Kingdom,Nordics,high,mid,family_with_children,professional,English,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.341,medium,src_tourism_stats_01
psg_0851,45-54,Female,United Kingdom,United Kingdom,Northern England,upper_mid,upper_mid,multi_generational,professional,English,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.504,medium,src_tourism_stats_01
psg_0852,45-54,Female,Germany,France,Northern France,mid,mid,family_with_children,professional,French,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.466,medium,src_tourism_stats_01
psg_0853,35-44,Male,Germany,United Kingdom,Western Europe,high,upper_mid,family_with_children,other,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.48,medium,src_tourism_stats_01
psg_0854,35-44,Male,France,France,Western Europe,lower_mid,lower_mid,single,student,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.281,high,src_tourism_stats_01
psg_0855,25-34,Male,Netherlands,Germany,Western Europe,mid,high,single,professional,German,early_career,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.483,low,src_tourism_stats_01
psg_0856,25-34,Female,France,United Kingdom,London and South East,lower_mid,moderate,single,early_career,French,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.398,high,src_tourism_stats_01
psg_0857,35-44,Male,France,United Kingdom,London and South East,high,high,shared_household,consultant,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.547,low,src_tourism_stats_01
psg_0858,45-54,Male,France,United Kingdom,Irish East Coast,upper_mid,mid,shared_household,manager,English,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.381,medium,src_tourism_stats_01
psg_0859,35-44,Male,United Kingdom,Ireland,Irish East Coast,high,mid,shared_household,professional,German,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.408,medium,src_tourism_stats_01
psg_0860,45-54,Female,Netherlands,United Kingdom,Regional UK,mid,lower_mid,shared_household,service_worker,Dutch,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.268,high,src_tourism_stats_01
psg_0861,35-44,Male,United Kingdom,Netherlands,Western Europe,high,high,shared_household,professional,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.514,low,src_tourism_stats_01
psg_0862,18-24,Female,United Kingdom,United Kingdom,Western Europe,mid,moderate,single,student,Dutch,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.334,high,src_tourism_stats_01
psg_0863,45-54,Prefer not to say,Germany,United Kingdom,Irish East Coast,low,lower_mid,family_with_children,student,English,family_builder,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.294,high,src_tourism_stats_01
psg_0864,25-34,Female,United Kingdom,France,Regional UK,mid,lower_mid,shared_household,other,Other,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.27,high,src_tourism_stats_01
psg_0865,55-64,Male,Netherlands,Germany,Channel Islands,upper_mid,high,retired_couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.276,low,src_tourism_stats_01
psg_0866,25-34,Non-binary,Germany,France,London and South East,lower_mid,moderate,shared_household,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.316,high,src_tourism_stats_01
psg_0867,18-24,Female,United Kingdom,France,Western Europe,mid,lower_mid,shared_household,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.238,high,src_tourism_stats_01
psg_0868,75+,Female,United Kingdom,Denmark,Nordics,high,high,retired_couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.26,low,src_tourism_stats_01
psg_0869,45-54,Male,United Kingdom,Germany,German North,mid,mid,shared_household,professional,English,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.439,medium,src_tourism_stats_01
psg_0870,55-64,Prefer not to say,United Kingdom,Netherlands,South East England,high,high,couple,retired,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.252,low,src_tourism_stats_01
psg_0871,45-54,Male,United Kingdom,France,Western Europe,upper_mid,high,couple,professional,German,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.518,low,src_tourism_stats_01
psg_0872,35-44,Female,United Kingdom,United Kingdom,Western Europe,mid,mid,family_with_children,manager,German,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.327,medium,src_tourism_stats_01
psg_0873,25-34,Non-binary,United Kingdom,United Kingdom,Western Europe,mid,moderate,single,early_career,French,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.301,high,src_tourism_stats_01
psg_0874,65-74,Male,United Kingdom,Denmark,South East England,upper_mid,high,couple,retired,Danish,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.257,low,src_tourism_stats_01
psg_0875,25-34,Female,United Kingdom,United Kingdom,London and South East,mid,moderate,shared_household,early_career,Dutch,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.36,high,src_tourism_stats_01
psg_0876,55-64,Female,France,Netherlands,Channel Islands,mid,high,couple,retired,English,couple_stage,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.251,low,src_tourism_stats_01
psg_0877,45-54,Male,Germany,Sweden,South East England,upper_mid,mid,family_with_children,professional,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.445,medium,src_tourism_stats_01
psg_0878,35-44,Non-binary,Ireland,France,Regional UK,lower_mid,lower_mid,shared_household,student,Other,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.323,high,src_tourism_stats_01
psg_0879,35-44,Male,United Kingdom,Germany,Scandinavia,upper_mid,very_high,family_with_children,manager,Swedish,family_builder,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.397,low,src_tourism_stats_01
psg_0880,45-54,Male,Germany,France,German North,upper_mid,mid,family_with_children,manager,Dutch,family_builder,Pet-Friendly Travelers,channel_crossing_short,family_holiday,pet_travel,0.327,medium,src_tourism_stats_01
psg_0881,55-64,Male,United Kingdom,France,Northern France,upper_mid,mid,family_with_children,manager,Dutch,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.455,medium,src_tourism_stats_01
psg_0882,45-54,Male,Germany,France,Greater London,high,upper_mid,family_with_children,self_employed,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.425,medium,src_tourism_stats_01
psg_0883,18-24,Female,United Kingdom,France,Regional UK,lower_mid,lower_mid,couple,early_career,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.25,high,src_tourism_stats_01
psg_0884,35-44,Non-binary,Ireland,Germany,South East England,mid,mid,family_with_children,other,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.43,medium,src_tourism_stats_01
psg_0885,18-24,Male,United Kingdom,France,Western Europe,mid,moderate,shared_household,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.326,high,src_tourism_stats_01
psg_0886,45-54,Male,France,France,German North,mid,mid,family_with_children,skilled_trade,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.37,medium,src_tourism_stats_01
psg_0887,35-44,Male,United Kingdom,Germany,Western Europe,mid,high,couple,professional,Dutch,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.526,low,src_tourism_stats_01
psg_0888,65-74,Male,Netherlands,United Kingdom,Western Europe,mid,high,couple,other,Dutch,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.276,low,src_tourism_stats_01
psg_0889,35-44,Female,Netherlands,Netherlands,Northern England,upper_mid,upper_mid,family_with_children,manager,English,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.487,medium,src_tourism_stats_01
psg_0890,25-34,Female,United Kingdom,Germany,Western Europe,lower_mid,lower_mid,single,service_worker,English,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.26,high,src_tourism_stats_01
psg_0891,25-34,Male,France,United Kingdom,London and South East,lower_mid,moderate,couple,early_career,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.371,high,src_tourism_stats_01
psg_0892,25-34,Female,Ireland,United Kingdom,Western Europe,lower_mid,lower_mid,single,student,German,early_career,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.235,high,src_tourism_stats_01
psg_0893,18-24,Male,France,Netherlands,London and South East,lower_mid,moderate,single,other,German,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.391,high,src_tourism_stats_01
psg_0894,45-54,Male,Germany,Netherlands,Western Europe,high,high,single,consultant,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.46,low,src_tourism_stats_01
psg_0895,45-54,Male,United Kingdom,Germany,Scandinavia,high,very_high,retired_couple,manager,Dutch,retired,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.333,low,src_tourism_stats_01
psg_0896,35-44,Female,France,France,South East England,mid,mid,couple,self_employed,French,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.365,medium,src_tourism_stats_01
psg_0897,45-54,Male,Netherlands,United Kingdom,French North,lower_mid,lower_mid,shared_household,early_career,English,working_adult,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.305,high,src_tourism_stats_01
psg_0898,25-34,Male,France,Germany,Northern France,high,mid,couple,professional,German,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.396,medium,src_tourism_stats_01
psg_0899,55-64,Male,France,France,German North,upper_mid,mid,shared_household,self_employed,French,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.376,medium,src_tourism_stats_01
psg_0900,55-64,Male,Ireland,France,South East England,high,mid,family_with_children,professional,English,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.472,medium,src_tourism_stats_01
psg_0901,65-74,Prefer not to say,France,Germany,South East England,mid,high,couple,other,German,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.29,low,src_tourism_stats_01
psg_0902,25-34,Female,Sweden,United Kingdom,Western Europe,mid,moderate,shared_household,other,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.374,high,src_tourism_stats_01
psg_0903,55-64,Male,United Kingdom,United Kingdom,Northern France,mid,mid,family_with_children,professional,German,family_builder,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.457,medium,src_tourism_stats_01
psg_0904,35-44,Male,Germany,United Kingdom,Nordics,high,upper_mid,family_with_children,manager,French,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.399,medium,src_tourism_stats_01
psg_0905,45-54,Prefer not to say,Netherlands,France,Nordics,upper_mid,upper_mid,family_with_children,professional,German,family_builder,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.457,medium,src_tourism_stats_01
psg_0906,18-24,Male,United Kingdom,United Kingdom,London and South East,upper_mid,moderate,single,student,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.362,high,src_tourism_stats_01
psg_0907,35-44,Prefer not to say,Sweden,United Kingdom,German North,mid,mid,shared_household,other,English,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.429,medium,src_tourism_stats_01
psg_0908,45-54,Male,United Kingdom,United Kingdom,Western Europe,low,lower_mid,couple,other,English,couple_stage,Price-sensitive Short-break Travelers,channel_crossing_short,shopping_trip,seat,0.224,high,src_tourism_stats_01
psg_0909,35-44,Male,Germany,United Kingdom,Northern France,high,mid,shared_household,skilled_trade,German,working_adult,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.388,medium,src_tourism_stats_01
psg_0910,35-44,Prefer not to say,France,France,London and South East,high,moderate,shared_household,early_career,English,working_adult,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.3,high,src_tourism_stats_01
psg_0911,55-64,Female,United Kingdom,United Kingdom,Western Europe,high,high,couple,professional,Dutch,couple_stage,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.557,low,src_tourism_stats_01
psg_0912,18-24,Male,France,Netherlands,Nordics,mid,moderate,couple,early_career,English,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.382,high,src_tourism_stats_01
psg_0913,45-54,Male,United Kingdom,Netherlands,London and South East,mid,very_high,couple,manager,German,couple_stage,High-value Comfort Seekers,north_sea_overnight,weekend_getaway,cabin,0.327,low,src_tourism_stats_01
psg_0914,35-44,Female,Germany,Sweden,Western Europe,upper_mid,upper_mid,multi_generational,professional,Dutch,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.488,medium,src_tourism_stats_01
psg_0915,18-24,Female,United Kingdom,United Kingdom,Western Europe,lower_mid,moderate,single,creative,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.305,high,src_tourism_stats_01
psg_0916,18-24,Male,Netherlands,France,London and South East,high,moderate,single,creative,Dutch,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.384,high,src_tourism_stats_01
psg_0917,35-44,Male,United Kingdom,Germany,Western Europe,mid,upper_mid,multi_generational,teacher,German,working_adult,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.424,medium,src_tourism_stats_01
psg_0918,25-34,Prefer not to say,United Kingdom,Germany,Northern England,mid,upper_mid,couple,professional,Danish,couple_stage,Family Holiday Travelers,channel_crossing_short,family_holiday,family_package,0.474,medium,src_tourism_stats_01
psg_0919,35-44,Female,France,United Kingdom,London and South East,upper_mid,high,shared_household,professional,English,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.513,low,src_tourism_stats_01
psg_0920,75+,Female,United Kingdom,United Kingdom,South East England,high,high,couple,retired,English,retired,Senior Mini-cruise Travelers,north_sea_overnight,mini_cruise_leisure,mini_cruise,0.282,low,src_tourism_stats_01
psg_0921,25-34,Non-binary,Sweden,Sweden,Nordics,mid,moderate,couple,early_career,German,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.342,high,src_tourism_stats_01
psg_0922,45-54,Male,United Kingdom,United Kingdom,Northern France,high,mid,couple,self_employed,Dutch,couple_stage,Car-based Cross-border Travelers,channel_crossing_short,transport_alternative,vehicle_crossing,0.416,medium,src_tourism_stats_01
psg_0923,35-44,Male,United Kingdom,United Kingdom,Nordic Capitals,high,high,single,professional,German,working_adult,Business / Commuter Travelers,channel_crossing_short,business,flex_ticket,0.554,low,src_tourism_stats_01
psg_0924,18-24,Male,United Kingdom,Netherlands,Western Europe,mid,moderate,couple,creative,German,couple_stage,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.363,high,src_tourism_stats_01
psg_0925,25-34,Female,United Kingdom,United Kingdom,Western Europe,mid,moderate,single,other,English,early_career,Young Leisure Travelers,channel_crossing_short,weekend_getaway,mini_cruise,0.391,high,src_tourism_stats_01
