response_id,synthetic_data_notice,raw_defect_type,age_band,gender,residence_region,party_composition,household_income_band,accessibility_needs,route_region,route_corridor,travel_type,direction,trip_purpose,vehicle,sailing_duration_band,accommodation,booking_channel,travel_frequency,completion_seconds,disruption_experienced,mot_price_value,mot_convenience,mot_car_access,mot_comfort_break,mot_scenery,mot_sustainability,mot_visiting_family,mot_business_flexibility,sat_booking,sat_terminal,sat_boarding,sat_cabin_seating,sat_food,sat_cleanliness,sat_staff,sat_wifi,sat_punctuality,sat_value,overall_satisfaction,nps_band,return_intent,recommend_intent,competitor_likelihood,service_recovery_evaluation,raw_response_id,raw_synthetic_data_notice,raw_raw_defect_type,raw_age_band,raw_gender,raw_residence_region,raw_party_composition,raw_household_income_band,raw_accessibility_needs,raw_route_region,raw_route_corridor,raw_travel_type,raw_direction,raw_trip_purpose,raw_vehicle,raw_sailing_duration_band,raw_accommodation,raw_booking_channel,raw_travel_frequency,raw_completion_seconds,raw_disruption_experienced,raw_mot_price_value,raw_mot_convenience,raw_mot_car_access,raw_mot_comfort_break,raw_mot_scenery,raw_mot_sustainability,raw_mot_visiting_family,raw_mot_business_flexibility,raw_sat_booking,raw_sat_terminal,raw_sat_boarding,raw_sat_cabin_seating,raw_sat_food,raw_sat_cleanliness,raw_sat_staff,raw_sat_wifi,raw_sat_punctuality,raw_sat_value,raw_overall_satisfaction,raw_nps_band,raw_return_intent,raw_recommend_intent,raw_competitor_likelihood,raw_service_recovery_evaluation,motivation_summary,satisfaction_summary,quality_flags,quality_status,rag_included
DFDS-01234,Synthetic simulated survey response - not real passenger data,route_trip_conflict,55-64,Non-binary,France,Family with children,Lower,Other assistance,English Channel,Dover-Calais,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Private cabin,Corporate booking,2-3 times a year,350,No,5,3,5,2,2,2,1,3,4,3,4,4,4,5,4,3,4,5,5,Promoter (9-10),5,4,1,Not applicable,DFDS-01234,Synthetic simulated survey response - not real passenger data,route_trip_conflict,55-64,Non-binary,France,Family with children,Lower,Other assistance,English Channel,Dover-Calais,Motorcycle,Return,Leisure,Motorcycle,Long overnight (8+ hours),Private cabin,Corporate booking,2-3 times a year,350,No,5,3,5,2,2,2,1,3,4,3,4,4,4,5,4,3,4,5,5,Promoter (9-10),5,4,1,Not applicable,Price and value; Vehicle access,4.0,route_trip_conflict,exclude_from_analysis,false
DFDS-01235,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,United Kingdom,Couple,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Return,Visiting friends/family,Motorcycle,Short (under 3 hours),Not applicable,DFDS website,2-3 times a year,251,No,4,3,4,4,3,3,4,2,4,2,2,3,2,3,4,2,3,3,4,Promoter (9-10),3,5,2,Not applicable,DFDS-01235,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,United Kingdom,Couple,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Return,Visiting friends/family,Motorcycle,Short (under 3 hours),Not applicable,DFDS website,2-3 times a year,251,No,4,3,4,4,3,3,4,2,4,2,2,3,2,3,4,2,3,3,4,Promoter (9-10),3,5,2,Not applicable,No strong stated motivation,2.8,,usable,true
DFDS-01236,Synthetic simulated survey response - not real passenger data,,55-64,Non-binary,Netherlands,Friends,Prefer not to say,Hearing or vision support,North Sea,Harwich-Hook of Holland,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,DFDS website,2-3 times a year,467,No,5,4,5,3,4,3,3,1,5,5,3,4,4,3,5,4,3,4,4,Promoter (9-10),5,3,2,Not applicable,DFDS-01236,Synthetic simulated survey response - not real passenger data,,55-64,Non-binary,Netherlands,Friends,Prefer not to say,Hearing or vision support,North Sea,Harwich-Hook of Holland,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,DFDS website,2-3 times a year,467,No,5,4,5,3,4,3,3,1,5,5,3,4,4,3,5,4,3,4,4,Promoter (9-10),5,3,2,Not applicable,Price and value; Vehicle access,4.0,,usable,true
DFDS-01237,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,United Kingdom,Friends,Prefer not to say,None,English Channel,Dover-Dunkirk,Car passenger,Return,Holiday transit,Car,Short (under 3 hours),Reclining seat,Travel agent,First time,294,Yes,3,5,4,3,2,3,1,1,1,2,1,2,3,1,1,3,1,2,1,Detractor (0-6),2,1,5,1,DFDS-01237,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,United Kingdom,Friends,Prefer not to say,None,English Channel,Dover-Dunkirk,Car passenger,Return,Holiday transit,Car,Short (under 3 hours),Reclining seat,Travel agent,First time,294,Yes,3,5,4,3,2,3,1,1,1,2,1,2,3,1,1,3,1,2,1,Detractor (0-6),2,1,5,1,Convenience,1.7,,usable,true
DFDS-01238,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Norway,Friends,Upper-middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Outbound,Leisure,None,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,397,No,4,4,2,3,3,3,2,3,4,4,4,4,4,3,5,4,4,5,5,Promoter (9-10),5,4,1,Not applicable,DFDS-01238,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Norway,Friends,Upper-middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Outbound,Leisure,None,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,397,No,4,4,2,3,3,3,2,3,4,4,4,4,4,3,5,4,4,5,5,Promoter (9-10),5,4,1,Not applicable,No strong stated motivation,4.1,,usable,true
DFDS-01239,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Sweden,Family with children,Lower,None,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Return,Leisure,None,Overnight (6-8 hours),Premium cabin,DFDS website,2-3 times a year,406,No,5,5,3,4,5,2,3,1,5,3,5,4,5,5,5,3,4,3,5,Promoter (9-10),5,5,1,Not applicable,DFDS-01239,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Sweden,Family with children,Lower,None,Norway coastal / overnight,Frederikshavn-Oslo,Foot passenger,Return,Leisure,None,Overnight (6-8 hours),Premium cabin,DFDS website,2-3 times a year,406,No,5,5,3,4,5,2,3,1,5,3,5,4,5,5,5,3,4,3,5,Promoter (9-10),5,5,1,Not applicable,Price and value; Convenience; Scenery and the crossing,4.2,,usable,true
DFDS-01240,Synthetic simulated survey response - not real passenger data,,55-64,Man,United Kingdom,Friends,Upper-middle,Mobility assistance,English Channel,Dover-Calais,Foot passenger,Outbound,Leisure,None,Short (under 3 hours),Standard seat,Corporate booking,2-3 times a year,295,No,4,3,2,4,4,2,1,1,5,5,4,5,5,5,5,4,4,4,4,Promoter (9-10),4,5,3,Not applicable,DFDS-01240,Synthetic simulated survey response - not real passenger data,,55-64,Man,United Kingdom,Friends,Upper-middle,Mobility assistance,English Channel,Dover-Calais,Foot passenger,Outbound,Leisure,None,Short (under 3 hours),Standard seat,Corporate booking,2-3 times a year,295,No,4,3,2,4,4,2,1,1,5,5,4,5,5,5,5,4,4,4,4,Promoter (9-10),4,5,3,Not applicable,No strong stated motivation,4.6,,usable,true
DFDS-01241,Synthetic simulated survey response - not real passenger data,,55-64,Man,Netherlands,Couple,Lower,None,North Sea,Harwich-Hook of Holland,Foot passenger,Outbound,Visiting friends/family,None,Overnight (6-8 hours),Reclining seat,DFDS website,First time,590,No,4,3,2,4,4,2,5,2,5,4,5,5,5,4,5,5,5,5,5,Promoter (9-10),5,4,2,Not applicable,DFDS-01241,Synthetic simulated survey response - not real passenger data,,55-64,Man,Netherlands,Couple,Lower,None,North Sea,Harwich-Hook of Holland,Foot passenger,Outbound,Visiting friends/family,None,Overnight (6-8 hours),Reclining seat,DFDS website,First time,590,No,4,3,2,4,4,2,5,2,5,4,5,5,5,4,5,5,5,5,5,Promoter (9-10),5,4,2,Not applicable,Visiting family or friends,4.8,,usable,true
DFDS-01242,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Sweden,Friends,Prefer not to say,Other assistance,Baltic,Karlshamn-Klaipeda,Foot passenger,Return,Holiday transit,None,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,509,No,3,5,3,3,3,4,3,1,3,3,5,5,5,4,3,4,4,5,5,Promoter (9-10),4,5,1,Not applicable,DFDS-01242,Synthetic simulated survey response - not real passenger data,,45-54,Prefer not to say,Sweden,Friends,Prefer not to say,Other assistance,Baltic,Karlshamn-Klaipeda,Foot passenger,Return,Holiday transit,None,Overnight (6-8 hours),Premium cabin,Corporate booking,First time,509,No,3,5,3,3,3,4,3,1,3,3,5,5,5,4,3,4,4,5,5,Promoter (9-10),4,5,1,Not applicable,Convenience,4.1,,usable,true
DFDS-01243,Synthetic simulated survey response - not real passenger data,,18-24,Man,Denmark,Business colleagues,Upper-middle,None,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Outbound,Freight work,Van / freight vehicle,Long overnight (8+ hours),Premium cabin,Travel agent,Once a year,651,No,4,4,4,4,5,3,2,5,3,4,4,3,3,4,4,4,3,5,4,Promoter (9-10),4,4,2,Not applicable,DFDS-01243,Synthetic simulated survey response - not real passenger data,,18-24,Man,Denmark,Business colleagues,Upper-middle,None,Norway coastal / overnight,Copenhagen-Oslo,Freight driver,Outbound,Freight work,Van / freight vehicle,Long overnight (8+ hours),Premium cabin,Travel agent,Once a year,651,No,4,4,4,4,5,3,2,5,3,4,4,3,3,4,4,4,3,5,4,Promoter (9-10),4,4,2,Not applicable,Scenery and the crossing; Business flexibility,3.7,,usable,true
DFDS-01244,Synthetic simulated survey response - not real passenger data,,25-34,Man,Netherlands,Couple,Middle,Mobility assistance,North Sea,Harwich-Hook of Holland,Motorcycle,Outbound,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Private cabin,DFDS app,Monthly or more,318,No,3,4,4,5,3,3,5,3,5,5,5,5,5,5,5,5,5,4,5,Promoter (9-10),5,5,1,Not applicable,DFDS-01244,Synthetic simulated survey response - not real passenger data,,25-34,Man,Netherlands,Couple,Middle,Mobility assistance,North Sea,Harwich-Hook of Holland,Motorcycle,Outbound,Visiting friends/family,Motorcycle,Overnight (6-8 hours),Private cabin,DFDS app,Monthly or more,318,No,3,4,4,5,3,3,5,3,5,5,5,5,5,5,5,5,5,4,5,Promoter (9-10),5,5,1,Not applicable,Comfort and a break from driving; Visiting family or friends,4.9,,usable,true
DFDS-01245,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,France,Friends,Lower,None,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,536,No,3,5,4,2,4,3,2,2,3,4,3,4,5,5,3,3,5,4,5,Promoter (9-10),4,5,1,Not applicable,DFDS-01245,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,France,Friends,Lower,None,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,536,No,3,5,4,2,4,3,2,2,3,4,3,4,5,5,3,3,5,4,5,Promoter (9-10),4,5,1,Not applicable,Convenience,3.9,,usable,true
DFDS-01246,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,Belgium,Friends,Prefer not to say,None,English Channel,Dover-Dunkirk,Motorcycle,Outbound,Holiday transit,Motorcycle,Short (under 3 hours),Standard seat,Travel agent,2-3 times a year,726,No,3,3,5,3,2,2,3,2,5,4,3,5,3,3,3,5,5,2,3,Passive (7-8),4,4,3,Not applicable,DFDS-01246,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,Belgium,Friends,Prefer not to say,None,English Channel,Dover-Dunkirk,Motorcycle,Outbound,Holiday transit,Motorcycle,Short (under 3 hours),Standard seat,Travel agent,2-3 times a year,726,No,3,3,5,3,2,2,3,2,5,4,3,5,3,3,3,5,5,2,3,Passive (7-8),4,4,3,Not applicable,Vehicle access,3.8,,usable,true
DFDS-01247,Synthetic simulated survey response - not real passenger data,,35-44,Man,Belgium,Couple,Prefer not to say,Mobility assistance,English Channel,Dover-Dunkirk,Foot passenger,Return,Holiday transit,None,Short (under 3 hours),Reclining seat,Corporate booking,First time,626,No,5,3,1,2,3,4,3,3,3,3,3,4,4,4,5,3,4,5,4,Promoter (9-10),3,4,2,Not applicable,DFDS-01247,Synthetic simulated survey response - not real passenger data,,35-44,Man,Belgium,Couple,Prefer not to say,Mobility assistance,English Channel,Dover-Dunkirk,Foot passenger,Return,Holiday transit,None,Short (under 3 hours),Reclining seat,Corporate booking,First time,626,No,5,3,1,2,3,4,3,3,3,3,3,4,4,4,5,3,4,5,4,Promoter (9-10),3,4,2,Not applicable,Price and value,3.8,,usable,true
DFDS-01248,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Lithuania,Business colleagues,Lower,None,Baltic,Kiel-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Private cabin,Travel agent,2-3 times a year,493,No,4,4,5,4,3,2,3,5,5,5,5,5,5,4,5,5,5,4,4,Promoter (9-10),3,5,1,Not applicable,DFDS-01248,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Lithuania,Business colleagues,Lower,None,Baltic,Kiel-Klaipeda,Freight driver,Return,Freight work,Van / freight vehicle,Long overnight (8+ hours),Private cabin,Travel agent,2-3 times a year,493,No,4,4,5,4,3,2,3,5,5,5,5,5,5,4,5,5,5,4,4,Promoter (9-10),3,5,1,Not applicable,Vehicle access; Business flexibility,4.8,,usable,true
DFDS-01249,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,France,Friends,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Return,Leisure,Motorcycle,Short (under 3 hours),Standard seat,Phone,2-3 times a year,486,No,4,5,4,3,4,3,1,1,3,4,3,4,3,4,3,3,4,3,5,Promoter (9-10),5,5,1,Not applicable,DFDS-01249,Synthetic simulated survey response - not real passenger data,,25-34,Prefer not to say,France,Friends,Prefer not to say,None,English Channel,Dover-Calais,Motorcycle,Return,Leisure,Motorcycle,Short (under 3 hours),Standard seat,Phone,2-3 times a year,486,No,4,5,4,3,4,3,1,1,3,4,3,4,3,4,3,3,4,3,5,Promoter (9-10),5,5,1,Not applicable,Convenience,3.4,,usable,true
DFDS-01250,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Friends,Middle,Mobility assistance,North Sea,IJmuiden-Newcastle,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Reclining seat,Phone,First time,265,No,4,3,4,4,3,4,1,3,3,5,3,3,3,5,4,5,3,5,3,Passive (7-8),3,2,4,Not applicable,DFDS-01250,Synthetic simulated survey response - not real passenger data,,18-24,Woman,Germany,Friends,Middle,Mobility assistance,North Sea,IJmuiden-Newcastle,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Reclining seat,Phone,First time,265,No,4,3,4,4,3,4,1,3,3,5,3,3,3,5,4,5,3,5,3,Passive (7-8),3,2,4,Not applicable,No strong stated motivation,3.9,,usable,true
DFDS-01251,Synthetic simulated survey response - not real passenger data,,25-34,Woman,United Kingdom,Couple,Middle,None,English Channel,Dover-Dunkirk,Car passenger,Outbound,Visiting friends/family,Car,Short (under 3 hours),Standard seat,DFDS website,First time,510,No,5,4,5,3,4,4,5,2,4,5,3,5,3,4,4,5,4,5,3,Passive (7-8),2,2,4,Not applicable,DFDS-01251,Synthetic simulated survey response - not real passenger data,,25-34,Woman,United Kingdom,Couple,Middle,None,English Channel,Dover-Dunkirk,Car passenger,Outbound,Visiting friends/family,Car,Short (under 3 hours),Standard seat,DFDS website,First time,510,No,5,4,5,3,4,4,5,2,4,5,3,5,3,4,4,5,4,5,3,Passive (7-8),2,2,4,Not applicable,Price and value; Vehicle access; Visiting family or friends,4.2,,usable,true
DFDS-01252,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Germany,Family with children,Lower,Mobility assistance,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Not applicable,Travel agent,2-3 times a year,314,No,4,5,5,4,2,2,2,2,4,4,5,5,5,3,3,4,5,4,4,Promoter (9-10),3,5,3,Not applicable,DFDS-01252,Synthetic simulated survey response - not real passenger data,,35-44,Woman,Germany,Family with children,Lower,Mobility assistance,English Channel,Dover-Calais,Car passenger,Outbound,Holiday transit,Car,Short (under 3 hours),Not applicable,Travel agent,2-3 times a year,314,No,4,5,5,4,2,2,2,2,4,4,5,5,5,3,3,4,5,4,4,Promoter (9-10),3,5,3,Not applicable,Convenience; Vehicle access,4.2,,usable,true
DFDS-01253,Synthetic simulated survey response - not real passenger data,,45-54,Woman,Netherlands,Business colleagues,Lower,Hearing or vision support,English Channel,Newhaven-Dieppe,Freight driver,Outbound,Freight work,Van / freight vehicle,Medium (3-6 hours),Not applicable,DFDS website,Once a year,244,No,5,4,4,2,4,3,2,5,3,5,4,5,4,3,3,4,5,5,5,Promoter (9-10),4,4,1,Not applicable,DFDS-01253,Synthetic simulated survey response - not real passenger data,,45-54,Woman,Netherlands,Business colleagues,Lower,Hearing or vision support,English Channel,Newhaven-Dieppe,Freight driver,Outbound,Freight work,Van / freight vehicle,Medium (3-6 hours),Not applicable,DFDS website,Once a year,244,No,5,4,4,2,4,3,2,5,3,5,4,5,4,3,3,4,5,5,5,Promoter (9-10),4,4,1,Not applicable,Price and value; Business flexibility,4.1,,usable,true
DFDS-01254,Synthetic simulated survey response - not real passenger data,,45-54,Man,Denmark,Friends,Upper-middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Outbound,Leisure,Motorcycle,Overnight (6-8 hours),Premium cabin,DFDS website,Monthly or more,793,No,2,5,5,4,5,4,3,2,3,4,3,4,4,3,2,2,2,1,3,Passive (7-8),4,4,4,Not applicable,DFDS-01254,Synthetic simulated survey response - not real passenger data,,45-54,Man,Denmark,Friends,Upper-middle,None,Norway coastal / overnight,Frederikshavn-Oslo,Motorcycle,Outbound,Leisure,Motorcycle,Overnight (6-8 hours),Premium cabin,DFDS website,Monthly or more,793,No,2,5,5,4,5,4,3,2,3,4,3,4,4,3,2,2,2,1,3,Passive (7-8),4,4,4,Not applicable,Convenience; Vehicle access; Scenery and the crossing,2.8,,usable,true
DFDS-01255,Synthetic simulated survey response - not real passenger data,,55-64,Non-binary,United Kingdom,Family with children,Higher,Other assistance,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Premium cabin,DFDS website,Once a year,816,No,3,4,5,5,3,4,2,2,4,4,3,5,5,5,3,3,4,5,3,Passive (7-8),4,4,2,Not applicable,DFDS-01255,Synthetic simulated survey response - not real passenger data,,55-64,Non-binary,United Kingdom,Family with children,Higher,Other assistance,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Premium cabin,DFDS website,Once a year,816,No,3,4,5,5,3,4,2,2,4,4,3,5,5,5,3,3,4,5,3,Passive (7-8),4,4,2,Not applicable,Vehicle access; Comfort and a break from driving,4.1,,usable,true
DFDS-01256,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Norway,Solo,Upper-middle,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,576,No,4,4,5,3,3,4,2,2,4,4,5,3,5,3,4,3,5,3,5,Promoter (9-10),5,4,1,Not applicable,DFDS-01256,Synthetic simulated survey response - not real passenger data,,45-54,Non-binary,Norway,Solo,Upper-middle,Other assistance,Norway coastal / overnight,Frederikshavn-Oslo,Car passenger,Return,Leisure,Car,Overnight (6-8 hours),Premium cabin,Travel agent,2-3 times a year,576,No,4,4,5,3,3,4,2,2,4,4,5,3,5,3,4,3,5,3,5,Promoter (9-10),5,4,1,Not applicable,Vehicle access,3.9,,usable,true
DFDS-01257,Synthetic simulated survey response - not real passenger data,,45-54,Woman,United Kingdom,Family with children,Higher,None,English Channel,Newhaven-Dieppe,Car passenger,Return,Holiday transit,Car,Medium (3-6 hours),Standard seat,DFDS app,Monthly or more,618,No,5,5,5,3,2,3,1,2,5,4,5,5,5,5,4,5,5,5,4,Promoter (9-10),5,3,1,Not applicable,DFDS-01257,Synthetic simulated survey response - not real passenger data,,45-54,Woman,United Kingdom,Family with children,Higher,None,English Channel,Newhaven-Dieppe,Car passenger,Return,Holiday transit,Car,Medium (3-6 hours),Standard seat,DFDS app,Monthly or more,618,No,5,5,5,3,2,3,1,2,5,4,5,5,5,5,4,5,5,5,4,Promoter (9-10),5,3,1,Not applicable,Price and value; Convenience; Vehicle access,4.8,,usable,true
DFDS-01258,Synthetic simulated survey response - not real passenger data,,65+,Woman,Germany,Friends,Prefer not to say,None,North Sea,Harwich-Hook of Holland,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,Corporate booking,2-3 times a year,694,No,4,4,5,4,2,4,3,2,3,3,5,3,3,4,4,4,4,4,5,Promoter (9-10),4,5,1,Not applicable,DFDS-01258,Synthetic simulated survey response - not real passenger data,,65+,Woman,Germany,Friends,Prefer not to say,None,North Sea,Harwich-Hook of Holland,Car passenger,Return,Holiday transit,Car,Overnight (6-8 hours),Reclining seat,Corporate booking,2-3 times a year,694,No,4,4,5,4,2,4,3,2,3,3,5,3,3,4,4,4,4,4,5,Promoter (9-10),4,5,1,Not applicable,Vehicle access,3.7,,usable,true
DFDS-01259,Synthetic simulated survey response - not real passenger data,,35-44,Man,Germany,Family with children,Middle,Other assistance,English Channel,Dover-Calais,Foot passenger,Return,Visiting friends/family,None,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,751,Yes,2,4,1,3,2,3,5,1,4,3,2,4,3,3,4,2,1,2,4,Promoter (9-10),4,5,2,3,DFDS-01259,Synthetic simulated survey response - not real passenger data,,35-44,Man,Germany,Family with children,Middle,Other assistance,English Channel,Dover-Calais,Foot passenger,Return,Visiting friends/family,None,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,751,Yes,2,4,1,3,2,3,5,1,4,3,2,4,3,3,4,2,1,2,4,Promoter (9-10),4,5,2,3,Visiting family or friends,2.8,,usable,true
DFDS-01260,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,United Kingdom,Friends,Middle,Hearing or vision support,English Channel,Dover-Calais,Motorcycle,Return,Visiting friends/family,Motorcycle,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,196,No,3,3,4,2,2,2,4,2,5,3,4,4,5,4,4,3,4,4,4,Promoter (9-10),5,4,3,Not applicable,DFDS-01260,Synthetic simulated survey response - not real passenger data,,25-34,Non-binary,United Kingdom,Friends,Middle,Hearing or vision support,English Channel,Dover-Calais,Motorcycle,Return,Visiting friends/family,Motorcycle,Short (under 3 hours),Standard seat,DFDS website,2-3 times a year,196,No,3,3,4,2,2,2,4,2,5,3,4,4,5,4,4,3,4,4,4,Promoter (9-10),5,4,3,Not applicable,No strong stated motivation,4.0,,usable,true
DFDS-01261,Synthetic simulated survey response - not real passenger data,,45-54,Man,Denmark,Solo,Prefer not to say,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Visiting friends/family,Car,Long overnight (8+ hours),Private cabin,DFDS website,2-3 times a year,732,No,3,3,5,5,3,3,5,1,5,3,5,4,5,5,3,4,3,2,3,Passive (7-8),2,3,4,Not applicable,DFDS-01261,Synthetic simulated survey response - not real passenger data,,45-54,Man,Denmark,Solo,Prefer not to say,Hearing or vision support,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Visiting friends/family,Car,Long overnight (8+ hours),Private cabin,DFDS website,2-3 times a year,732,No,3,3,5,5,3,3,5,1,5,3,5,4,5,5,3,4,3,2,3,Passive (7-8),2,3,4,Not applicable,Vehicle access; Comfort and a break from driving; Visiting family or friends,3.9,,usable,true
DFDS-01262,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Germany,Friends,Upper-middle,Hearing or vision support,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Private cabin,DFDS app,First time,714,No,3,5,5,5,3,4,2,1,4,4,3,3,4,4,5,3,4,4,5,Promoter (9-10),4,5,1,Not applicable,DFDS-01262,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Germany,Friends,Upper-middle,Hearing or vision support,North Sea,IJmuiden-Newcastle,Car passenger,Outbound,Leisure,Car,Long overnight (8+ hours),Private cabin,DFDS app,First time,714,No,3,5,5,5,3,4,2,1,4,4,3,3,4,4,5,3,4,4,5,Promoter (9-10),4,5,1,Not applicable,Convenience; Vehicle access; Comfort and a break from driving,3.8,,usable,true
DFDS-01263,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,United Kingdom,Family with children,Prefer not to say,None,English Channel,Dover-Calais,Car passenger,Return,Visiting friends/family,Car,Short (under 3 hours),Not applicable,Phone,Once a year,691,Yes,3,4,4,2,3,2,5,1,3,2,2,3,2,2,4,3,1,2,3,Passive (7-8),4,4,4,3,DFDS-01263,Synthetic simulated survey response - not real passenger data,,35-44,Prefer not to say,United Kingdom,Family with children,Prefer not to say,None,English Channel,Dover-Calais,Car passenger,Return,Visiting friends/family,Car,Short (under 3 hours),Not applicable,Phone,Once a year,691,Yes,3,4,4,2,3,2,5,1,3,2,2,3,2,2,4,3,1,2,3,Passive (7-8),4,4,4,3,Visiting family or friends,2.4,,usable,true
DFDS-01264,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Sweden,Solo,Upper-middle,Other assistance,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Reclining seat,Travel agent,2-3 times a year,748,No,2,4,4,3,3,4,1,2,4,3,3,3,4,4,4,3,5,4,4,Promoter (9-10),4,3,2,Not applicable,DFDS-01264,Synthetic simulated survey response - not real passenger data,,35-44,Non-binary,Sweden,Solo,Upper-middle,Other assistance,Norway coastal / overnight,Copenhagen-Oslo,Car passenger,Return,Holiday transit,Car,Long overnight (8+ hours),Reclining seat,Travel agent,2-3 times a year,748,No,2,4,4,3,3,4,1,2,4,3,3,3,4,4,4,3,5,4,4,Promoter (9-10),4,3,2,Not applicable,No strong stated motivation,3.7,,usable,true
DFDS-01265,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Netherlands,Friends,Middle,Hearing or vision support,North Sea,IJmuiden-Newcastle,Car passenger,Return,Leisure,Car,Long overnight (8+ hours),Reclining seat,DFDS app,First time,221,Yes,2,4,5,3,2,3,2,2,2,3,2,4,3,4,2,4,3,2,3,Passive (7-8),3,2,2,2,DFDS-01265,Synthetic simulated survey response - not real passenger data,,18-24,Prefer not to say,Netherlands,Friends,Middle,Hearing or vision support,North Sea,IJmuiden-Newcastle,Car passenger,Return,Leisure,Car,Long overnight (8+ hours),Reclining seat,DFDS app,First time,221,Yes,2,4,5,3,2,3,2,2,2,3,2,4,3,4,2,4,3,2,3,Passive (7-8),3,2,2,2,Vehicle access,2.9,,usable,true
